buying,maint,doors,persons,lug_boot,safety,class,buying_num,maint_num,lug_boot_num,safety_num,doors_num,persons_num,avg_score,risk_index,performance_index,cost_index,utility_score,class_label_num
high,high,2,2,big,low,good,0.6666666666666666,0.6666666666666666,0.0,0.0,2,2,0.3333333333333333,-0.6666666666666666,0.0,1.3333333333333333,1.0,2
low,low,2,more,small,low,acc,0.0,0.0,1.0,0.0,2,5,0.25,0.0,0.0,0.0,3.0,1
high,low,3,2,big,low,vgood,0.6666666666666666,0.0,0.0,0.0,3,2,0.1666666666666666,-0.6666666666666666,0.0,0.6666666666666666,1.0,3
low,vhigh,3,more,med,high,vgood,0.0,1.0,0.5,1.0,3,5,0.625,1.0,5.0,1.0,2.75,3
med,med,5more,more,big,high,good,0.3333333333333333,0.3333333333333333,0.0,1.0,5,5,0.4166666666666666,0.6666666666666667,3.75,0.6666666666666666,2.5,2
med,low,4,4,big,med,acc,0.3333333333333333,0.0,0.0,0.5,4,4,0.2083333333333333,0.1666666666666666,1.5,0.3333333333333333,2.0,1
high,vhigh,4,more,small,med,vgood,0.6666666666666666,1.0,1.0,0.5,4,5,0.7916666666666666,-0.1666666666666666,1.5000000000000002,1.6666666666666665,3.0,3
vhigh,vhigh,2,2,med,high,acc,1.0,1.0,0.5,1.0,2,2,0.875,0.0,1.0,2.0,1.25,1
vhigh,low,5more,more,big,low,acc,1.0,0.0,0.0,0.0,5,5,0.25,-1.0,0.0,1.0,2.5,1
vhigh,med,3,more,big,med,vgood,1.0,0.3333333333333333,0.0,0.5,3,5,0.4583333333333333,-0.5,1.25,1.3333333333333333,2.5,3
low,high,5more,4,med,low,unacc,0.0,0.6666666666666666,0.5,0.0,5,4,0.2916666666666666,0.0,0.0,0.6666666666666666,2.25,0
med,low,2,2,big,high,acc,0.3333333333333333,0.0,0.0,1.0,2,2,0.3333333333333333,0.6666666666666667,1.5,0.3333333333333333,1.0,1
low,high,4,2,med,low,vgood,0.0,0.6666666666666666,0.5,0.0,4,2,0.2916666666666666,0.0,0.0,0.6666666666666666,1.25,3
vhigh,low,3,2,big,low,vgood,1.0,0.0,0.0,0.0,3,2,0.25,-1.0,0.0,1.0,1.0,3
high,vhigh,2,more,small,low,acc,0.6666666666666666,1.0,1.0,0.0,2,5,0.6666666666666666,-0.6666666666666666,0.0,1.6666666666666665,3.0,1
med,vhigh,2,more,med,low,acc,0.3333333333333333,1.0,0.5,0.0,2,5,0.4583333333333333,-0.3333333333333333,0.0,1.3333333333333333,2.75,1
med,low,5more,4,big,high,unacc,0.3333333333333333,0.0,0.0,1.0,5,4,0.3333333333333333,0.6666666666666667,3.0,0.3333333333333333,2.0,0
vhigh,vhigh,4,2,big,med,acc,1.0,1.0,0.0,0.5,4,2,0.625,-0.5,0.5,2.0,1.0,1
high,high,5more,2,big,low,unacc,0.6666666666666666,0.6666666666666666,0.0,0.0,5,2,0.3333333333333333,-0.6666666666666666,0.0,1.3333333333333333,1.0,0
high,high,5more,4,small,high,acc,0.6666666666666666,0.6666666666666666,1.0,1.0,5,4,0.8333333333333333,0.3333333333333333,2.4000000000000004,1.3333333333333333,2.5,1
high,low,5more,2,small,high,good,0.6666666666666666,0.0,1.0,1.0,5,2,0.6666666666666666,0.3333333333333333,1.2000000000000002,0.6666666666666666,1.5,2
high,low,3,4,big,high,good,0.6666666666666666,0.0,0.0,1.0,3,4,0.4166666666666666,0.3333333333333333,2.4000000000000004,0.6666666666666666,2.0,2
low,med,3,more,big,med,vgood,0.0,0.3333333333333333,0.0,0.5,3,5,0.2083333333333333,0.5,2.5,0.3333333333333333,2.5,3
high,med,5more,2,med,med,vgood,0.6666666666666666,0.3333333333333333,0.5,0.5,5,2,0.5,-0.1666666666666666,0.6000000000000001,1.0,1.25,3
high,low,4,2,med,med,acc,0.6666666666666666,0.0,0.5,0.5,4,2,0.4166666666666666,-0.1666666666666666,0.6000000000000001,0.6666666666666666,1.25,1
med,high,4,2,small,low,good,0.3333333333333333,0.6666666666666666,1.0,0.0,4,2,0.5,-0.3333333333333333,0.0,1.0,1.5,2
low,low,4,more,big,low,unacc,0.0,0.0,0.0,0.0,4,5,0.0,0.0,0.0,0.0,2.5,0
low,vhigh,5more,2,small,low,unacc,0.0,1.0,1.0,0.0,5,2,0.5,0.0,0.0,1.0,1.5,0
high,low,4,2,big,high,unacc,0.6666666666666666,0.0,0.0,1.0,4,2,0.4166666666666666,0.3333333333333333,1.2000000000000002,0.6666666666666666,1.0,0
vhigh,low,2,more,med,low,unacc,1.0,0.0,0.5,0.0,2,5,0.375,-1.0,0.0,1.0,2.75,0
med,vhigh,5more,2,big,med,vgood,0.3333333333333333,1.0,0.0,0.5,5,2,0.4583333333333333,0.1666666666666666,0.75,1.3333333333333333,1.0,3
med,vhigh,5more,2,big,high,good,0.3333333333333333,1.0,0.0,1.0,5,2,0.5833333333333333,0.6666666666666667,1.5,1.3333333333333333,1.0,2
vhigh,high,3,2,big,low,acc,1.0,0.6666666666666666,0.0,0.0,3,2,0.4166666666666666,-1.0,0.0,1.6666666666666665,1.0,1
vhigh,med,2,more,big,low,unacc,1.0,0.3333333333333333,0.0,0.0,2,5,0.3333333333333333,-1.0,0.0,1.3333333333333333,2.5,0
med,vhigh,5more,4,med,low,unacc,0.3333333333333333,1.0,0.5,0.0,5,4,0.4583333333333333,-0.3333333333333333,0.0,1.3333333333333333,2.25,0
high,low,2,2,small,high,vgood,0.6666666666666666,0.0,1.0,1.0,2,2,0.6666666666666666,0.3333333333333333,1.2000000000000002,0.6666666666666666,1.5,3
med,vhigh,3,2,med,med,vgood,0.3333333333333333,1.0,0.5,0.5,3,2,0.5833333333333333,0.1666666666666666,0.75,1.3333333333333333,1.25,3
vhigh,low,3,2,small,med,good,1.0,0.0,1.0,0.5,3,2,0.625,-0.5,0.5,1.0,1.5,2
high,med,3,more,small,low,vgood,0.6666666666666666,0.3333333333333333,1.0,0.0,3,5,0.5,-0.6666666666666666,0.0,1.0,3.0,3
low,low,2,more,small,med,unacc,0.0,0.0,1.0,0.5,2,5,0.375,0.5,2.5,0.0,3.0,0
low,med,5more,more,med,low,unacc,0.0,0.3333333333333333,0.5,0.0,5,5,0.2083333333333333,0.0,0.0,0.3333333333333333,2.75,0
vhigh,vhigh,5more,4,small,med,vgood,1.0,1.0,1.0,0.5,5,4,0.875,-0.5,1.0,2.0,2.5,3
med,high,2,4,med,low,unacc,0.3333333333333333,0.6666666666666666,0.5,0.0,2,4,0.375,-0.3333333333333333,0.0,1.0,2.25,0
high,high,4,more,small,med,good,0.6666666666666666,0.6666666666666666,1.0,0.5,4,5,0.7083333333333333,-0.1666666666666666,1.5000000000000002,1.3333333333333333,3.0,2
vhigh,vhigh,2,more,big,high,acc,1.0,1.0,0.0,1.0,2,5,0.75,0.0,2.5,2.0,2.5,1
high,vhigh,4,4,small,low,unacc,0.6666666666666666,1.0,1.0,0.0,4,4,0.6666666666666666,-0.6666666666666666,0.0,1.6666666666666665,2.5,0
med,vhigh,4,2,big,low,good,0.3333333333333333,1.0,0.0,0.0,4,2,0.3333333333333333,-0.3333333333333333,0.0,1.3333333333333333,1.0,2
med,med,5more,more,med,high,unacc,0.3333333333333333,0.3333333333333333,0.5,1.0,5,5,0.5416666666666666,0.6666666666666667,3.75,0.6666666666666666,2.75,0
vhigh,high,4,2,small,low,good,1.0,0.6666666666666666,1.0,0.0,4,2,0.6666666666666666,-1.0,0.0,1.6666666666666665,1.5,2
high,high,3,2,small,med,good,0.6666666666666666,0.6666666666666666,1.0,0.5,3,2,0.7083333333333333,-0.1666666666666666,0.6000000000000001,1.3333333333333333,1.5,2
low,med,4,more,small,low,acc,0.0,0.3333333333333333,1.0,0.0,4,5,0.3333333333333333,0.0,0.0,0.3333333333333333,3.0,1
low,low,5more,2,small,high,acc,0.0,0.0,1.0,1.0,5,2,0.5,1.0,2.0,0.0,1.5,1
high,med,4,more,med,low,unacc,0.6666666666666666,0.3333333333333333,0.5,0.0,4,5,0.375,-0.6666666666666666,0.0,1.0,2.75,0
med,low,4,4,med,high,good,0.3333333333333333,0.0,0.5,1.0,4,4,0.4583333333333333,0.6666666666666667,3.0,0.3333333333333333,2.25,2
vhigh,low,2,more,small,high,good,1.0,0.0,1.0,1.0,2,5,0.75,0.0,2.5,1.0,3.0,2
high,high,3,more,med,low,good,0.6666666666666666,0.6666666666666666,0.5,0.0,3,5,0.4583333333333333,-0.6666666666666666,0.0,1.3333333333333333,2.75,2
low,med,4,4,med,high,good,0.0,0.3333333333333333,0.5,1.0,4,4,0.4583333333333333,1.0,4.0,0.3333333333333333,2.25,2
high,high,4,4,med,low,good,0.6666666666666666,0.6666666666666666,0.5,0.0,4,4,0.4583333333333333,-0.6666666666666666,0.0,1.3333333333333333,2.25,2
low,low,5more,4,small,low,good,0.0,0.0,1.0,0.0,5,4,0.25,0.0,0.0,0.0,2.5,2
med,low,2,more,med,low,acc,0.3333333333333333,0.0,0.5,0.0,2,5,0.2083333333333333,-0.3333333333333333,0.0,0.3333333333333333,2.75,1
vhigh,vhigh,5more,2,small,high,acc,1.0,1.0,1.0,1.0,5,2,1.0,0.0,1.0,2.0,1.5,1
vhigh,vhigh,5more,more,big,med,good,1.0,1.0,0.0,0.5,5,5,0.625,-0.5,1.25,2.0,2.5,2
high,med,2,more,med,low,vgood,0.6666666666666666,0.3333333333333333,0.5,0.0,2,5,0.375,-0.6666666666666666,0.0,1.0,2.75,3
low,med,3,4,big,low,unacc,0.0,0.3333333333333333,0.0,0.0,3,4,0.0833333333333333,0.0,0.0,0.3333333333333333,2.0,0
low,low,2,more,big,med,acc,0.0,0.0,0.0,0.5,2,5,0.125,0.5,2.5,0.0,2.5,1
vhigh,high,3,more,big,high,unacc,1.0,0.6666666666666666,0.0,1.0,3,5,0.6666666666666666,0.0,2.5,1.6666666666666665,2.5,0
high,high,3,2,big,high,vgood,0.6666666666666666,0.6666666666666666,0.0,1.0,3,2,0.5833333333333333,0.3333333333333333,1.2000000000000002,1.3333333333333333,1.0,3
low,high,2,4,small,high,unacc,0.0,0.6666666666666666,1.0,1.0,2,4,0.6666666666666666,1.0,4.0,0.6666666666666666,2.5,0
low,high,5more,2,big,med,unacc,0.0,0.6666666666666666,0.0,0.5,5,2,0.2916666666666666,0.5,1.0,0.6666666666666666,1.0,0
high,vhigh,5more,2,big,low,unacc,0.6666666666666666,1.0,0.0,0.0,5,2,0.4166666666666666,-0.6666666666666666,0.0,1.6666666666666665,1.0,0
med,low,4,2,med,med,unacc,0.3333333333333333,0.0,0.5,0.5,4,2,0.3333333333333333,0.1666666666666666,0.75,0.3333333333333333,1.25,0
vhigh,low,2,4,big,low,acc,1.0,0.0,0.0,0.0,2,4,0.25,-1.0,0.0,1.0,2.0,1
low,vhigh,4,2,small,med,unacc,0.0,1.0,1.0,0.5,4,2,0.625,0.5,1.0,1.0,1.5,0
med,vhigh,3,4,big,med,unacc,0.3333333333333333,1.0,0.0,0.5,3,4,0.4583333333333333,0.1666666666666666,1.5,1.3333333333333333,2.0,0
med,med,5more,2,small,med,unacc,0.3333333333333333,0.3333333333333333,1.0,0.5,5,2,0.5416666666666666,0.1666666666666666,0.75,0.6666666666666666,1.5,0
vhigh,high,3,2,small,high,vgood,1.0,0.6666666666666666,1.0,1.0,3,2,0.9166666666666666,0.0,1.0,1.6666666666666665,1.5,3
high,med,4,4,small,med,good,0.6666666666666666,0.3333333333333333,1.0,0.5,4,4,0.625,-0.1666666666666666,1.2000000000000002,1.0,2.5,2
low,med,5more,4,small,med,acc,0.0,0.3333333333333333,1.0,0.5,5,4,0.4583333333333333,0.5,2.0,0.3333333333333333,2.5,1
high,high,4,more,small,high,good,0.6666666666666666,0.6666666666666666,1.0,1.0,4,5,0.8333333333333333,0.3333333333333333,3.0000000000000004,1.3333333333333333,3.0,2
high,low,5more,more,med,low,unacc,0.6666666666666666,0.0,0.5,0.0,5,5,0.2916666666666666,-0.6666666666666666,0.0,0.6666666666666666,2.75,0
high,high,4,4,big,low,vgood,0.6666666666666666,0.6666666666666666,0.0,0.0,4,4,0.3333333333333333,-0.6666666666666666,0.0,1.3333333333333333,2.0,3
med,low,3,more,small,med,unacc,0.3333333333333333,0.0,1.0,0.5,3,5,0.4583333333333333,0.1666666666666666,1.875,0.3333333333333333,3.0,0
high,vhigh,4,4,big,low,good,0.6666666666666666,1.0,0.0,0.0,4,4,0.4166666666666666,-0.6666666666666666,0.0,1.6666666666666665,2.0,2
vhigh,high,3,4,small,med,good,1.0,0.6666666666666666,1.0,0.5,3,4,0.7916666666666666,-0.5,1.0,1.6666666666666665,2.5,2
high,low,2,4,small,high,acc,0.6666666666666666,0.0,1.0,1.0,2,4,0.6666666666666666,0.3333333333333333,2.4000000000000004,0.6666666666666666,2.5,1
high,vhigh,5more,4,med,low,acc,0.6666666666666666,1.0,0.5,0.0,5,4,0.5416666666666666,-0.6666666666666666,0.0,1.6666666666666665,2.25,1
vhigh,vhigh,3,4,big,high,unacc,1.0,1.0,0.0,1.0,3,4,0.75,0.0,2.0,2.0,2.0,0
high,high,3,2,big,low,vgood,0.6666666666666666,0.6666666666666666,0.0,0.0,3,2,0.3333333333333333,-0.6666666666666666,0.0,1.3333333333333333,1.0,3
high,high,4,4,big,med,good,0.6666666666666666,0.6666666666666666,0.0,0.5,4,4,0.4583333333333333,-0.1666666666666666,1.2000000000000002,1.3333333333333333,2.0,2
med,med,4,2,small,low,acc,0.3333333333333333,0.3333333333333333,1.0,0.0,4,2,0.4166666666666666,-0.3333333333333333,0.0,0.6666666666666666,1.5,1
low,med,3,more,small,med,acc,0.0,0.3333333333333333,1.0,0.5,3,5,0.4583333333333333,0.5,2.5,0.3333333333333333,3.0,1
low,low,2,2,med,high,good,0.0,0.0,0.5,1.0,2,2,0.375,1.0,2.0,0.0,1.25,2
med,med,2,4,med,med,unacc,0.3333333333333333,0.3333333333333333,0.5,0.5,2,4,0.4166666666666666,0.1666666666666666,1.5,0.6666666666666666,2.25,0
low,med,3,2,med,med,good,0.0,0.3333333333333333,0.5,0.5,3,2,0.3333333333333333,0.5,1.0,0.3333333333333333,1.25,2
high,low,5more,more,big,med,good,0.6666666666666666,0.0,0.0,0.5,5,5,0.2916666666666666,-0.1666666666666666,1.5000000000000002,0.6666666666666666,2.5,2
low,low,2,4,med,low,acc,0.0,0.0,0.5,0.0,2,4,0.125,0.0,0.0,0.0,2.25,1
high,high,5more,more,small,high,vgood,0.6666666666666666,0.6666666666666666,1.0,1.0,5,5,0.8333333333333333,0.3333333333333333,3.0000000000000004,1.3333333333333333,3.0,3
low,low,4,4,med,med,acc,0.0,0.0,0.5,0.5,4,4,0.25,0.5,2.0,0.0,2.25,1
med,med,3,4,med,med,good,0.3333333333333333,0.3333333333333333,0.5,0.5,3,4,0.4166666666666666,0.1666666666666666,1.5,0.6666666666666666,2.25,2
med,vhigh,2,2,med,med,vgood,0.3333333333333333,1.0,0.5,0.5,2,2,0.5833333333333333,0.1666666666666666,0.75,1.3333333333333333,1.25,3
low,high,2,2,big,low,vgood,0.0,0.6666666666666666,0.0,0.0,2,2,0.1666666666666666,0.0,0.0,0.6666666666666666,1.0,3
high,med,5more,2,med,high,vgood,0.6666666666666666,0.3333333333333333,0.5,1.0,5,2,0.625,0.3333333333333333,1.2000000000000002,1.0,1.25,3
vhigh,high,5more,more,big,low,unacc,1.0,0.6666666666666666,0.0,0.0,5,5,0.4166666666666666,-1.0,0.0,1.6666666666666665,2.5,0
vhigh,high,3,more,big,med,unacc,1.0,0.6666666666666666,0.0,0.5,3,5,0.5416666666666666,-0.5,1.25,1.6666666666666665,2.5,0
low,med,5more,2,big,med,unacc,0.0,0.3333333333333333,0.0,0.5,5,2,0.2083333333333333,0.5,1.0,0.3333333333333333,1.0,0
vhigh,low,5more,4,big,med,acc,1.0,0.0,0.0,0.5,5,4,0.375,-0.5,1.0,1.0,2.0,1
med,vhigh,3,2,big,med,acc,0.3333333333333333,1.0,0.0,0.5,3,2,0.4583333333333333,0.1666666666666666,0.75,1.3333333333333333,1.0,1
low,high,5more,2,big,low,good,0.0,0.6666666666666666,0.0,0.0,5,2,0.1666666666666666,0.0,0.0,0.6666666666666666,1.0,2
med,vhigh,3,4,med,low,unacc,0.3333333333333333,1.0,0.5,0.0,3,4,0.4583333333333333,-0.3333333333333333,0.0,1.3333333333333333,2.25,0
low,low,3,4,med,low,acc,0.0,0.0,0.5,0.0,3,4,0.125,0.0,0.0,0.0,2.25,1
med,high,4,4,med,high,acc,0.3333333333333333,0.6666666666666666,0.5,1.0,4,4,0.625,0.6666666666666667,3.0,1.0,2.25,1
high,med,4,more,big,low,good,0.6666666666666666,0.3333333333333333,0.0,0.0,4,5,0.25,-0.6666666666666666,0.0,1.0,2.5,2
med,high,5more,4,med,med,acc,0.3333333333333333,0.6666666666666666,0.5,0.5,5,4,0.5,0.1666666666666666,1.5,1.0,2.25,1
high,high,3,2,med,med,unacc,0.6666666666666666,0.6666666666666666,0.5,0.5,3,2,0.5833333333333333,-0.1666666666666666,0.6000000000000001,1.3333333333333333,1.25,0
high,vhigh,3,2,big,low,vgood,0.6666666666666666,1.0,0.0,0.0,3,2,0.4166666666666666,-0.6666666666666666,0.0,1.6666666666666665,1.0,3
med,med,2,2,med,low,unacc,0.3333333333333333,0.3333333333333333,0.5,0.0,2,2,0.2916666666666666,-0.3333333333333333,0.0,0.6666666666666666,1.25,0
low,med,2,2,med,med,vgood,0.0,0.3333333333333333,0.5,0.5,2,2,0.3333333333333333,0.5,1.0,0.3333333333333333,1.25,3
high,low,4,2,med,low,acc,0.6666666666666666,0.0,0.5,0.0,4,2,0.2916666666666666,-0.6666666666666666,0.0,0.6666666666666666,1.25,1
high,high,4,more,big,med,good,0.6666666666666666,0.6666666666666666,0.0,0.5,4,5,0.4583333333333333,-0.1666666666666666,1.5000000000000002,1.3333333333333333,2.5,2
low,vhigh,2,4,med,med,acc,0.0,1.0,0.5,0.5,2,4,0.5,0.5,2.0,1.0,2.25,1
med,med,5more,2,med,med,good,0.3333333333333333,0.3333333333333333,0.5,0.5,5,2,0.4166666666666666,0.1666666666666666,0.75,0.6666666666666666,1.25,2
low,high,2,2,small,med,good,0.0,0.6666666666666666,1.0,0.5,2,2,0.5416666666666666,0.5,1.0,0.6666666666666666,1.5,2
vhigh,high,3,4,small,high,vgood,1.0,0.6666666666666666,1.0,1.0,3,4,0.9166666666666666,0.0,2.0,1.6666666666666665,2.5,3
low,low,2,more,med,med,vgood,0.0,0.0,0.5,0.5,2,5,0.25,0.5,2.5,0.0,2.75,3
med,vhigh,5more,more,big,high,unacc,0.3333333333333333,1.0,0.0,1.0,5,5,0.5833333333333333,0.6666666666666667,3.75,1.3333333333333333,2.5,0
high,vhigh,5more,more,small,high,acc,0.6666666666666666,1.0,1.0,1.0,5,5,0.9166666666666666,0.3333333333333333,3.0000000000000004,1.6666666666666665,3.0,1
vhigh,low,3,2,med,low,good,1.0,0.0,0.5,0.0,3,2,0.375,-1.0,0.0,1.0,1.25,2
low,med,2,2,small,low,vgood,0.0,0.3333333333333333,1.0,0.0,2,2,0.3333333333333333,0.0,0.0,0.3333333333333333,1.5,3
low,low,3,4,small,med,vgood,0.0,0.0,1.0,0.5,3,4,0.375,0.5,2.0,0.0,2.5,3
vhigh,low,5more,more,big,high,vgood,1.0,0.0,0.0,1.0,5,5,0.5,0.0,2.5,1.0,2.5,3
vhigh,med,5more,4,small,med,unacc,1.0,0.3333333333333333,1.0,0.5,5,4,0.7083333333333333,-0.5,1.0,1.3333333333333333,2.5,0
high,high,4,2,big,med,good,0.6666666666666666,0.6666666666666666,0.0,0.5,4,2,0.4583333333333333,-0.1666666666666666,0.6000000000000001,1.3333333333333333,1.0,2
vhigh,low,2,2,big,high,vgood,1.0,0.0,0.0,1.0,2,2,0.5,0.0,1.0,1.0,1.0,3
med,low,5more,more,big,med,vgood,0.3333333333333333,0.0,0.0,0.5,5,5,0.2083333333333333,0.1666666666666666,1.875,0.3333333333333333,2.5,3
high,med,3,4,med,med,good,0.6666666666666666,0.3333333333333333,0.5,0.5,3,4,0.5,-0.1666666666666666,1.2000000000000002,1.0,2.25,2
vhigh,med,3,more,small,high,unacc,1.0,0.3333333333333333,1.0,1.0,3,5,0.8333333333333333,0.0,2.5,1.3333333333333333,3.0,0
high,med,5more,4,med,high,good,0.6666666666666666,0.3333333333333333,0.5,1.0,5,4,0.625,0.3333333333333333,2.4000000000000004,1.0,2.25,2
vhigh,med,5more,more,big,high,acc,1.0,0.3333333333333333,0.0,1.0,5,5,0.5833333333333333,0.0,2.5,1.3333333333333333,2.5,1
vhigh,med,3,more,big,high,good,1.0,0.3333333333333333,0.0,1.0,3,5,0.5833333333333333,0.0,2.5,1.3333333333333333,2.5,2
vhigh,low,3,4,small,high,vgood,1.0,0.0,1.0,1.0,3,4,0.75,0.0,2.0,1.0,2.5,3
med,med,5more,4,big,low,acc,0.3333333333333333,0.3333333333333333,0.0,0.0,5,4,0.1666666666666666,-0.3333333333333333,0.0,0.6666666666666666,2.0,1
vhigh,low,2,4,big,high,acc,1.0,0.0,0.0,1.0,2,4,0.5,0.0,2.0,1.0,2.0,1
high,vhigh,4,4,big,med,vgood,0.6666666666666666,1.0,0.0,0.5,4,4,0.5416666666666666,-0.1666666666666666,1.2000000000000002,1.6666666666666665,2.0,3
vhigh,high,2,2,big,low,acc,1.0,0.6666666666666666,0.0,0.0,2,2,0.4166666666666666,-1.0,0.0,1.6666666666666665,1.0,1
vhigh,vhigh,4,4,big,high,good,1.0,1.0,0.0,1.0,4,4,0.75,0.0,2.0,2.0,2.0,2
high,low,3,more,small,low,unacc,0.6666666666666666,0.0,1.0,0.0,3,5,0.4166666666666666,-0.6666666666666666,0.0,0.6666666666666666,3.0,0
vhigh,vhigh,5more,4,big,med,vgood,1.0,1.0,0.0,0.5,5,4,0.625,-0.5,1.0,2.0,2.0,3
low,med,2,4,big,low,good,0.0,0.3333333333333333,0.0,0.0,2,4,0.0833333333333333,0.0,0.0,0.3333333333333333,2.0,2
high,vhigh,2,4,small,high,good,0.6666666666666666,1.0,1.0,1.0,2,4,0.9166666666666666,0.3333333333333333,2.4000000000000004,1.6666666666666665,2.5,2
med,med,2,4,small,high,unacc,0.3333333333333333,0.3333333333333333,1.0,1.0,2,4,0.6666666666666666,0.6666666666666667,3.0,0.6666666666666666,2.5,0
vhigh,med,5more,more,big,low,vgood,1.0,0.3333333333333333,0.0,0.0,5,5,0.3333333333333333,-1.0,0.0,1.3333333333333333,2.5,3
low,vhigh,2,4,med,low,acc,0.0,1.0,0.5,0.0,2,4,0.375,0.0,0.0,1.0,2.25,1
high,high,2,2,big,high,unacc,0.6666666666666666,0.6666666666666666,0.0,1.0,2,2,0.5833333333333333,0.3333333333333333,1.2000000000000002,1.3333333333333333,1.0,0
vhigh,low,4,2,med,low,acc,1.0,0.0,0.5,0.0,4,2,0.375,-1.0,0.0,1.0,1.25,1
vhigh,low,3,more,small,high,unacc,1.0,0.0,1.0,1.0,3,5,0.75,0.0,2.5,1.0,3.0,0
vhigh,vhigh,4,2,big,high,acc,1.0,1.0,0.0,1.0,4,2,0.75,0.0,1.0,2.0,1.0,1
low,high,3,4,med,high,unacc,0.0,0.6666666666666666,0.5,1.0,3,4,0.5416666666666666,1.0,4.0,0.6666666666666666,2.25,0
low,low,5more,2,big,high,good,0.0,0.0,0.0,1.0,5,2,0.25,1.0,2.0,0.0,1.0,2
high,low,3,more,med,high,vgood,0.6666666666666666,0.0,0.5,1.0,3,5,0.5416666666666666,0.3333333333333333,3.0000000000000004,0.6666666666666666,2.75,3
low,high,2,4,small,low,good,0.0,0.6666666666666666,1.0,0.0,2,4,0.4166666666666666,0.0,0.0,0.6666666666666666,2.5,2
vhigh,vhigh,2,4,big,high,acc,1.0,1.0,0.0,1.0,2,4,0.75,0.0,2.0,2.0,2.0,1
low,low,2,2,med,low,acc,0.0,0.0,0.5,0.0,2,2,0.125,0.0,0.0,0.0,1.25,1
low,vhigh,3,2,small,low,unacc,0.0,1.0,1.0,0.0,3,2,0.5,0.0,0.0,1.0,1.5,0
med,low,5more,4,big,med,good,0.3333333333333333,0.0,0.0,0.5,5,4,0.2083333333333333,0.1666666666666666,1.5,0.3333333333333333,2.0,2
vhigh,med,2,more,med,high,acc,1.0,0.3333333333333333,0.5,1.0,2,5,0.7083333333333333,0.0,2.5,1.3333333333333333,2.75,1
high,high,3,more,small,low,good,0.6666666666666666,0.6666666666666666,1.0,0.0,3,5,0.5833333333333333,-0.6666666666666666,0.0,1.3333333333333333,3.0,2
high,low,4,2,big,low,acc,0.6666666666666666,0.0,0.0,0.0,4,2,0.1666666666666666,-0.6666666666666666,0.0,0.6666666666666666,1.0,1
high,high,2,more,small,med,good,0.6666666666666666,0.6666666666666666,1.0,0.5,2,5,0.7083333333333333,-0.1666666666666666,1.5000000000000002,1.3333333333333333,3.0,2
low,low,4,more,big,med,acc,0.0,0.0,0.0,0.5,4,5,0.125,0.5,2.5,0.0,2.5,1
high,low,2,more,med,low,vgood,0.6666666666666666,0.0,0.5,0.0,2,5,0.2916666666666666,-0.6666666666666666,0.0,0.6666666666666666,2.75,3
low,low,4,4,med,high,unacc,0.0,0.0,0.5,1.0,4,4,0.375,1.0,4.0,0.0,2.25,0
low,low,3,2,big,med,vgood,0.0,0.0,0.0,0.5,3,2,0.125,0.5,1.0,0.0,1.0,3
high,low,5more,4,big,high,unacc,0.6666666666666666,0.0,0.0,1.0,5,4,0.4166666666666666,0.3333333333333333,2.4000000000000004,0.6666666666666666,2.0,0
low,vhigh,5more,4,small,med,acc,0.0,1.0,1.0,0.5,5,4,0.625,0.5,2.0,1.0,2.5,1
high,vhigh,2,2,small,low,acc,0.6666666666666666,1.0,1.0,0.0,2,2,0.6666666666666666,-0.6666666666666666,0.0,1.6666666666666665,1.5,1
low,med,2,4,med,high,good,0.0,0.3333333333333333,0.5,1.0,2,4,0.4583333333333333,1.0,4.0,0.3333333333333333,2.25,2
high,vhigh,4,2,big,low,unacc,0.6666666666666666,1.0,0.0,0.0,4,2,0.4166666666666666,-0.6666666666666666,0.0,1.6666666666666665,1.0,0
low,med,2,more,small,high,acc,0.0,0.3333333333333333,1.0,1.0,2,5,0.5833333333333333,1.0,5.0,0.3333333333333333,3.0,1
vhigh,med,4,4,med,high,vgood,1.0,0.3333333333333333,0.5,1.0,4,4,0.7083333333333333,0.0,2.0,1.3333333333333333,2.25,3
low,high,3,2,big,high,vgood,0.0,0.6666666666666666,0.0,1.0,3,2,0.4166666666666666,1.0,2.0,0.6666666666666666,1.0,3
vhigh,vhigh,3,2,big,med,good,1.0,1.0,0.0,0.5,3,2,0.625,-0.5,0.5,2.0,1.0,2
low,low,4,more,big,high,good,0.0,0.0,0.0,1.0,4,5,0.25,1.0,5.0,0.0,2.5,2
low,vhigh,5more,more,big,high,acc,0.0,1.0,0.0,1.0,5,5,0.5,1.0,5.0,1.0,2.5,1
low,high,5more,more,big,med,good,0.0,0.6666666666666666,0.0,0.5,5,5,0.2916666666666666,0.5,2.5,0.6666666666666666,2.5,2
high,high,2,2,med,med,acc,0.6666666666666666,0.6666666666666666,0.5,0.5,2,2,0.5833333333333333,-0.1666666666666666,0.6000000000000001,1.3333333333333333,1.25,1
med,low,2,more,small,low,vgood,0.3333333333333333,0.0,1.0,0.0,2,5,0.3333333333333333,-0.3333333333333333,0.0,0.3333333333333333,3.0,3
high,med,4,4,small,low,vgood,0.6666666666666666,0.3333333333333333,1.0,0.0,4,4,0.5,-0.6666666666666666,0.0,1.0,2.5,3
med,high,4,4,med,low,unacc,0.3333333333333333,0.6666666666666666,0.5,0.0,4,4,0.375,-0.3333333333333333,0.0,1.0,2.25,0
